Provincia,Partido,Localidad,Link Indec,HASTA 512 kbps,+ 512 Kbps - 2 Mbps,+ 2 Kbps - 6 Mbps,+ 6 Kbps - 13 Mbps,+ 13 Kbps - 20 Mbps,+ 20 Kbps - 40 Mbps,+ 40 Kbps - 60 Mbps,+ 60 Kbps - 80 Mbps,+ 80 Kbps - 100 Mbps,Total
SAN LUIS,Belgrano,Los Molles,74014010,0,0,0,0,0,246,0,0,0,246
SAN LUIS,Belgrano,Nogolí,74014020,0,0,0,0,0,660,0,0,0,660
SAN LUIS,Belgrano,San Pedro,74014040,0,0,0,0,0,13,0,0,0,13
SAN LUIS,Belgrano,Villa de la Quebrada,74014030,0,0,0,0,0,513,0,0,0,513
SAN LUIS,Belgrano,Villa General Roca,74014040,0,0,0,0,0,283,0,0,0,283
SAN LUIS,Chacabuco,Concarán,74028010,2,0,260,0,0,1552,0,0,0,1814
SAN LUIS,Chacabuco,Cortaderas,74028020,0,0,0,1,0,891,0,0,0,892
SAN LUIS,Chacabuco,El Algarrobal,74028020,0,0,0,1,0,0,0,0,0,1
SAN LUIS,Chacabuco,Naschel,74028030,0,0,245,0,0,880,0,0,0,1125
SAN LUIS,Chacabuco,Papagayos,74028040,0,0,0,0,0,61,0,0,0,61
SAN LUIS,Chacabuco,Renca,74028050,0,0,0,0,0,106,0,0,0,106
SAN LUIS,Chacabuco,San Pablo,74028060,0,0,0,0,0,74,0,0,0,74
SAN LUIS,Chacabuco,Tilisarao,74028070,0,0,320,0,0,1270,0,0,0,1590
SAN LUIS,Chacabuco,Villa del Carmen,74028080,0,0,45,0,0,308,0,0,0,353
SAN LUIS,Chacabuco,Villa Larca,74028090,0,0,50,0,0,508,0,0,0,558
SAN LUIS,Coronel Pringles,Carolina,74021010,0,0,0,0,0,229,0,0,0,229
SAN LUIS,Coronel Pringles,El Durazno,74021060,0,0,0,0,0,66,0,0,0,66
SAN LUIS,Coronel Pringles,El Trapiche,74021020,0,0,0,0,0,1008,0,0,0,1008
SAN LUIS,Coronel Pringles,Fraga,74021030,0,0,60,0,0,249,0,0,0,309
SAN LUIS,Coronel Pringles,La Bajada,74021040,0,0,0,0,0,72,0,0,0,72
SAN LUIS,Coronel Pringles,La Florida,74021050,0,0,0,0,0,87,0,0,0,87
SAN LUIS,Coronel Pringles,La Toma,74021060,0,100,375,0,0,17,0,0,0,492
SAN LUIS,Coronel Pringles,Otros,Sin Datos,27,0,0,0,0,0,0,0,0,27
SAN LUIS,Coronel Pringles,Río Grande,74021080,0,0,0,0,0,187,0,0,0,187
SAN LUIS,Coronel Pringles,Saladillo,74021090,0,0,0,0,1,1987,0,0,0,1988
SAN LUIS,General Pedernera,Juan Jorba,74035010,0,0,0,0,0,28,0,0,0,28
SAN LUIS,General Pedernera,Juan Llerena,74035020,0,0,0,0,0,130,0,0,0,130
SAN LUIS,General Pedernera,Justo Daract,74035030,0,0,661,20,148,3226,0,0,0,4055
SAN LUIS,General Pedernera,La Angelina,74035040,0,0,0,0,0,1127,0,0,0,1127
SAN LUIS,General Pedernera,La Punilla,74035040,0,0,0,0,0,9,0,0,0,9
SAN LUIS,General Pedernera,Lavaisse,74035050,0,0,0,0,0,58,0,0,0,58
SAN LUIS,General Pedernera,San José del Morro,74035060,0,0,0,0,0,381,0,0,0,381
SAN LUIS,General Pedernera,Villa Mercedes,74035070,14402,36,1211,29132,812,10180,0,0,0,55773
SAN LUIS,General Pedernera,Villa Salles,74035090,0,0,5,0,0,22,0,0,0,27
SAN LUIS,Gobernador Dupuy,Anchorena,74042010,0,0,0,0,0,212,0,0,0,212
SAN LUIS,Gobernador Dupuy,Arizona,74042020,0,0,0,0,0,257,0,0,0,257
SAN LUIS,Gobernador Dupuy,Bagual,74042030,0,0,0,0,0,64,0,0,0,64
SAN LUIS,Gobernador Dupuy,Batavia,74042040,2,0,0,0,0,196,0,0,0,198
SAN LUIS,Gobernador Dupuy,Buena Esperanza,74042050,1,0,299,0,0,662,0,0,0,962
SAN LUIS,Gobernador Dupuy,Fortín El Patria,74042060,1,0,0,0,0,194,0,0,0,195
SAN LUIS,Gobernador Dupuy,Fortuna,74042070,1,0,0,0,0,149,0,0,0,150
SAN LUIS,Gobernador Dupuy,La Maroma,74042080,2,0,0,0,0,0,0,0,0,2
SAN LUIS,Gobernador Dupuy,Martín de Loyola,74042100,2,0,0,0,0,509,0,0,0,511
SAN LUIS,Gobernador Dupuy,Nahuel Mapá,74042110,0,0,0,0,0,20,0,0,0,20
SAN LUIS,Gobernador Dupuy,Navia,74042120,2,0,0,0,0,83,0,0,0,85
SAN LUIS,Gobernador Dupuy,Nueva Galia,74042130,0,0,139,0,0,361,0,0,0,500
SAN LUIS,Gobernador Dupuy,Unión,74042140,0,0,0,0,0,810,0,0,0,810
SAN LUIS,Junín,Carpinteria,74049010,0,0,99,67,0,900,0,0,0,1066
SAN LUIS,Junín,Cerro de Oro,74049020,0,0,18,22,4,246,0,0,0,290
SAN LUIS,Junín,Lafinur,74049030,0,0,0,0,0,51,0,0,0,51
SAN LUIS,Junín,Los Cajones,74049040,0,0,0,0,0,64,0,0,0,64
SAN LUIS,Junín,Los Molles,74049050,0,0,42,0,0,12,0,0,0,54
SAN LUIS,Junín,Merlo,74049060,34,0,967,487,76,5084,0,0,0,6648
SAN LUIS,Junín,Santa Rosa del Conlara,74049070,0,142,280,0,0,1595,0,0,0,2017
SAN LUIS,Junín,Talita,74049080,2,0,0,0,0,111,0,0,0,113
SAN LUIS,La Capital,Alto Pelado,74056010,0,0,0,0,0,71,0,0,0,71
SAN LUIS,La Capital,Alto Pencoso,74056020,0,0,0,1,0,85,0,0,0,86
SAN LUIS,La Capital,Balde,74056030,5,0,0,1,0,183,0,0,0,189
SAN LUIS,La Capital,Beazley,74056040,0,0,0,0,0,202,0,0,0,202
SAN LUIS,La Capital,Boca Del Tigre,74056070,1,0,0,0,0,0,0,0,0,1
SAN LUIS,La Capital,Cazador,74056050,0,0,0,0,0,34,0,0,0,34
SAN LUIS,La Capital,Chosmes,74056060,0,0,0,0,0,9,0,0,0,9
SAN LUIS,La Capital,Desaguadero,74056070,0,0,0,1,0,252,0,0,0,253
SAN LUIS,La Capital,El Volcán,74056080,0,0,0,0,0,1067,0,0,0,1067
SAN LUIS,La Capital,Jarilla,74056090,0,0,0,0,0,29,0,0,0,29
SAN LUIS,La Capital,Juana Koslay,74056100,0,3,86,136,196,82,0,0,0,503
SAN LUIS,La Capital,La Punta,74056105,0,0,0,1,0,0,0,0,0,1
SAN LUIS,La Capital,Las Barrancas,74056070,1,0,0,0,0,55,0,0,0,56
SAN LUIS,La Capital,Potrero de los Funes,74056120,0,0,0,0,0,1795,0,0,0,1795
SAN LUIS,La Capital,Salinas del Bebedero,74056130,0,0,0,0,0,35,0,0,0,35
SAN LUIS,La Capital,San Jerónimo,74056140,0,0,0,0,0,160,0,0,0,160
SAN LUIS,La Capital,San Luis,74056150,9,125,916,957,809,18448,3,0,0,21267
SAN LUIS,La Capital,Varela,74056140,0,0,0,0,0,7,0,0,0,7
SAN LUIS,La Capital,Zanjitas,74056160,0,0,0,0,0,103,0,0,0,103
SAN LUIS,Libertador Grl. San Martín,El Puesto,74063050,0,0,0,0,0,11,0,0,0,11
SAN LUIS,Libertador Grl. San Martín,La Ramada,74063020,0,0,0,0,0,2144,0,0,0,2144
SAN LUIS,Libertador Grl. San Martín,La Vertiente,74063010,2,0,0,0,0,49,0,0,0,51
SAN LUIS,Libertador Grl. San Martín,Las Aguadas,74063020,0,0,0,0,0,98,0,0,0,98
SAN LUIS,Libertador Grl. San Martín,Las Chacras,74063030,5,0,0,0,0,30,0,0,0,35
SAN LUIS,Libertador Grl. San Martín,Las Lagunas,74063040,0,0,0,0,0,27,0,0,0,27
SAN LUIS,Libertador Grl. San Martín,Paso Grande,74063050,0,0,0,0,0,183,0,0,0,183
SAN LUIS,Libertador Grl. San Martín,Potrerillo,74063060,0,0,0,0,0,59,0,0,0,59
SAN LUIS,Libertador Grl. San Martín,San Martín,74063070,0,1,1,0,0,324,0,0,0,326
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,74063080,1,0,0,0,0,211,0,0,0,212
SAN LUIS,OTROS,Otros,Sin Datos,368,0,0,0,0,0,0,0,0,368
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,78007010,1,3,47,902,371,0,0,0,0,1324
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,78007020,2,12,37,456,551,0,0,0,0,1058
SANTA CRUZ,Deseado,Caleta Olivia,78014010,329,7486,930,728,12,0,0,0,0,9485
SANTA CRUZ,Deseado,Cañadón Seco,78014020,32,61,28,1,1,0,0,0,0,123
SANTA CRUZ,Deseado,Jaramillo,78014040,2,0,86,0,0,0,0,0,0,88
SANTA CRUZ,Deseado,Las Heras,78014060,1,424,1490,1080,218,168,34,0,45,3460
SANTA CRUZ,Deseado,Pico Truncado,78014070,5,863,1701,907,409,55,0,0,0,3940
SANTA CRUZ,Deseado,Puerto Deseado,78014080,12,20,183,614,688,0,0,0,0,1517
SANTA CRUZ,Deseado,Tellier,78014090,1,0,0,0,0,0,0,0,0,1
SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,1,11,200,0,0,0,0,0,0,212
SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,1,0,0,0,0,0,0,0,0,1
SANTA CRUZ,Güer Aike,Mina 3,78021030,1,0,0,0,0,0,0,0,0,1
SANTA CRUZ,Güer Aike,Río Gallegos,78021040,19,173,1653,3471,2966,2563,3847,104,105,14901
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,78021070,1,3,4,24,232,0,0,0,0,264
SANTA CRUZ,Lago Argentino,El Calafate,78028010,7,39,3140,3396,257,16,0,0,0,6855
SANTA CRUZ,Lago Argentino,El Chaltén,78028020,3,0,434,0,0,0,0,0,0,437
SANTA CRUZ,Lago Argentino,Tres Lagos,78028030,1,0,0,0,0,0,0,0,0,1
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,78035010,6,31,0,0,0,0,0,0,0,37
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,78035020,5,1,0,2700,0,0,0,0,0,2706
SANTA CRUZ,Magallanes,Puerto San Julián,78042010,8,13,109,2379,328,0,0,0,0,2837
SANTA CRUZ,OTROS,Otros,Sin Datos,255,0,0,0,0,0,0,0,0,255
SANTA CRUZ,Río Chico,Bajo Caracoles,78049010,1,0,0,0,0,0,0,0,0,1
SANTA CRUZ,Río Chico,Gobernador Gregores,78049020,5,0,1,0,0,0,0,0,0,6
SANTA FE,9 de Julio,Esteban Rams,82077010,2,0,0,34,0,1,0,0,0,37
SANTA FE,9 de Julio,Gato Colorado,82077020,4,0,0,0,0,0,0,0,0,4
SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),82077030,3,0,0,142,0,2,0,0,0,147
SANTA FE,9 de Julio,Logroño,82077040,0,0,0,44,0,4,0,0,0,48
SANTA FE,9 de Julio,Montefiore,82077050,1,0,0,0,0,0,0,0,0,1
SANTA FE,9 de Julio,Pozo Borrado,82077060,0,0,0,124,0,3,0,0,0,127
SANTA FE,9 de Julio,San Bernardo,82077065,0,0,0,103,0,6,0,0,0,109
SANTA FE,9 de Julio,Santa Margarita,82077070,5,0,0,94,0,2,0,0,0,101
SANTA FE,9 de Julio,Tostado,82077080,2,0,9,2688,0,363,26,0,0,3088
SANTA FE,9 de Julio,Villa Minetti,82077090,5,0,0,257,1,6,1,0,0,270
SANTA FE,Belgrano,Armstrong,82007010,0,21,583,707,68,0,2,0,0,1381
SANTA FE,Belgrano,Bouquet,82007020,0,1,338,44,6,0,0,0,0,389
SANTA FE,Belgrano,Las Parejas,82007030,0,19,625,728,202,1,0,0,0,1575
SANTA FE,Belgrano,Las Rosas,82007040,0,16,368,2781,745,14,0,0,0,3924
SANTA FE,Belgrano,Montes de Oca,82007050,169,0,557,76,1,0,0,0,0,803
SANTA FE,Belgrano,Tortugas,82007060,1,2,22,122,31,0,0,0,0,178
SANTA FE,Caseros,Arequito,82014010,0,2,924,898,488,0,0,0,0,2312
SANTA FE,Caseros,Arteaga,82014020,0,212,491,314,11,0,0,0,0,1028
SANTA FE,Caseros,Beravebú,82014030,0,0,0,346,0,0,0,0,0,346
SANTA FE,Caseros,Bigand,82014040,0,1,48,1450,116,0,0,0,0,1615
SANTA FE,Caseros,Casilda,82014050,0,102,2947,2455,798,50,1171,0,611,8134
SANTA FE,Caseros,Chabás,82014060,850,22,105,452,72,0,0,0,0,1501
SANTA FE,Caseros,Chañar Ladeado,82014070,1,3,26,38,1217,0,0,0,0,1285
SANTA FE,Caseros,Gödeken,82014080,1,0,0,523,8,0,0,0,0,532
SANTA FE,Caseros,Los Molinos,82014090,0,0,210,259,65,0,0,0,0,534
SANTA FE,Caseros,Los Nogales,82014100,0,0,22,0,22,0,0,0,0,44
SANTA FE,Caseros,Los Quirquinchos,82014110,0,0,250,506,24,0,0,0,0,780
SANTA FE,Caseros,San José de la Esquina,82014120,1,1,527,1086,497,0,0,0,0,2112
SANTA FE,Caseros,Sanford,82014130,0,0,0,438,28,0,0,0,0,466
SANTA FE,Caseros,Villada,82014140,5,0,10,79,10,0,0,0,0,104
SANTA FE,Castellanos,Aldao (Est. Casablanca),82021010,75,0,15,0,306,356,0,0,0,752
SANTA FE,Castellanos,Angélica,82021020,0,0,323,42,244,0,0,0,0,609
SANTA FE,Castellanos,Ataliva,82021030,0,0,478,13,0,89,0,0,0,580
SANTA FE,Castellanos,Aurelia,82021040,0,0,4,0,0,0,0,0,0,4
SANTA FE,Castellanos,Bauer y Sigel,82021060,0,0,0,0,0,0,0,0,0,0
SANTA FE,Castellanos,Bella Italia,82021070,0,1,327,24,5,0,0,0,2,359
SANTA FE,Castellanos,Castellanos,82021080,0,0,6,0,0,0,0,0,0,6
SANTA FE,Castellanos,Colonia Bicha,82021090,0,0,0,0,72,0,52,0,86,210
SANTA FE,Castellanos,Colonia Cello,82021100,0,0,29,0,0,0,0,0,0,29
SANTA FE,Castellanos,Colonia Margarita,82021110,0,0,0,10,0,0,0,0,0,10
SANTA FE,Castellanos,Colonia Raquel,82021120,0,0,3,0,31,0,45,0,135,214
SANTA FE,Castellanos,Coronel Fraga,82021130,0,0,27,22,0,0,0,0,0,49
SANTA FE,Castellanos,Esmeralda,82021150,0,0,82,0,0,0,0,0,0,82
SANTA FE,Castellanos,Estación Clucellas,82021160,0,0,183,0,0,0,0,0,0,183
SANTA FE,Castellanos,Estación Saguier,82021170,0,0,14,0,0,0,0,0,0,14
SANTA FE,Castellanos,Eusebia y Carolina,82021180,0,0,0,0,27,0,54,0,84,165
SANTA FE,Castellanos,Eustolia,82021190,0,0,4,0,0,0,0,0,0,4
SANTA FE,Castellanos,Frontera,82021200,0,0,0,1,0,0,0,0,0,1
SANTA FE,Castellanos,Humberto Primo,82021220,0,1,259,178,113,9,0,0,0,560
SANTA FE,Castellanos,Josefina,82021230,0,0,83,20,3,0,0,0,0,106
SANTA FE,Castellanos,Lehmann,82021240,0,0,381,185,168,0,0,0,4,738
SANTA FE,Castellanos,María Juana,82021250,0,0,0,1544,2,3,0,0,0,1549
SANTA FE,Castellanos,Plaza Clucellas,82021270,0,1,288,29,10,0,0,0,0,328
SANTA FE,Castellanos,Plaza Saguier,82021280,0,0,51,0,0,0,0,0,0,51
SANTA FE,Castellanos,Presidente Roca,82021290,0,0,142,0,0,0,0,0,1,143
SANTA FE,Castellanos,Pueblo Marini,82021300,0,0,11,0,0,0,0,0,0,11
SANTA FE,Castellanos,Rafaela,82021310,4,164,2289,985,1605,4916,10274,0,10642,30879
SANTA FE,Castellanos,Ramona,82021320,0,0,327,0,1,0,0,0,0,328
SANTA FE,Castellanos,San Antonio,82021330,0,0,69,0,0,0,0,0,0,69
SANTA FE,Castellanos,San Vicente,82021340,0,168,608,1188,116,66,0,0,0,2146
SANTA FE,Castellanos,Santa Clara de Saguier,82021350,0,8,350,110,20,0,0,0,0,488
SANTA FE,Castellanos,Sunchales,82021360,42,18,223,461,440,8,5188,0,1035,7415
SANTA FE,Castellanos,Susana,82021370,0,0,78,0,0,0,13,0,302,393
SANTA FE,Castellanos,Tacural,82021380,0,0,0,2,437,0,121,0,345,905
SANTA FE,Castellanos,Vila,82021390,0,0,0,419,0,0,0,0,0,419
SANTA FE,Castellanos,Villa San José,82021410,0,0,84,0,0,0,0,0,0,84
SANTA FE,Castellanos,Virginia,82021420,0,0,0,9,0,0,0,0,0,9
SANTA FE,Castellanos,Zenón Pereyra,82021430,0,0,53,0,0,0,0,0,0,53
SANTA FE,Constitución,Alcorta,82028010,0,1,39,2097,248,2,0,0,0,2387
SANTA FE,Constitución,Bombal,82028040,0,0,761,160,20,0,0,0,0,941
SANTA FE,Constitución,Cepeda,82028060,0,25,0,0,0,0,0,0,0,25
SANTA FE,Constitución,Empalme Villa Constitución,82028070,0,6,103,467,83,1,0,0,0,660
SANTA FE,Constitución,General Gelly,82028090,0,0,190,3,0,0,0,0,0,193
SANTA FE,Constitución,Godoy,82028100,0,10,0,140,0,0,0,0,0,150
SANTA FE,Constitución,Juan B. Molina,82028110,0,0,350,0,0,0,0,0,0,350
SANTA FE,Constitución,Juncal,82028120,0,0,171,274,0,0,0,0,0,445
SANTA FE,Constitución,La Vanguardia,82028130,0,0,0,1,77,0,8,0,0,86
SANTA FE,Constitución,Máximo Paz (Est. Paz),82028140,0,0,293,927,57,0,0,0,0,1277
SANTA FE,Constitución,Pavón,82028150,0,0,16,71,17,0,0,0,0,104
SANTA FE,Constitución,Pavón Arriba,82028160,0,0,116,336,52,0,24,0,0,528
SANTA FE,Constitución,Peyrano,82028170,0,0,670,0,0,0,0,0,0,670
SANTA FE,Constitución,Rueda,82028180,0,50,0,22,0,0,0,0,0,72
SANTA FE,Constitución,Santa Teresa,82028190,0,2,211,718,141,0,30,0,2,1104
SANTA FE,Constitución,Sargento Cabral,82028200,0,0,0,402,26,0,0,0,0,428
SANTA FE,Constitución,Villa Constitución,82028230,1355,134,1831,2772,360,82,961,0,858,8353
SANTA FE,Garay,Cayastá,82035010,0,112,308,8,0,0,0,0,0,428
SANTA FE,Garay,Helvecia,82035020,0,400,245,0,0,0,0,0,0,645
SANTA FE,Garay,Los Zapallos,82035030,0,31,100,3,0,0,0,0,0,134
SANTA FE,Garay,Saladero Mariano Cabal,82035040,1,0,0,86,0,0,0,0,0,87
SANTA FE,Garay,Santa Rosa de Calchines,82035050,0,347,495,168,7,0,0,0,0,1017
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),82042010,8,21,5,2,0,0,0,0,0,36
SANTA FE,General López,Amenábar,82042020,0,0,106,112,20,0,0,0,0,238
SANTA FE,General López,Cafferata,82042030,1,0,0,246,0,0,0,0,0,247
SANTA FE,General López,Cañada del Ucle,82042040,0,0,422,0,0,0,0,0,0,422
SANTA FE,General López,Carmen,82042050,40,0,99,1,0,0,0,0,0,140
SANTA FE,General López,Carreras,82042060,0,0,1,269,5,0,0,0,0,275
SANTA FE,General López,Chapuy,82042070,0,0,1,0,0,0,0,0,0,1
SANTA FE,General López,Chovet,82042080,1,0,1,0,0,0,0,0,0,2
SANTA FE,General López,Christophersen,82042090,10,68,12,1,2,0,0,0,0,93
SANTA FE,General López,Diego de Alvear,82042100,221,33,57,60,4,3,0,0,0,378
SANTA FE,General López,Elortondo,82042110,0,10,109,335,56,0,0,0,0,510
SANTA FE,General López,Firmat,82042120,2,709,794,1333,70,118,1360,0,662,5048
SANTA FE,General López,Hughes,82042130,0,0,1011,119,59,0,0,0,0,1189
SANTA FE,General López,La Chispa,82042140,0,0,71,0,0,0,0,0,0,71
SANTA FE,General López,Labordeboy,82042150,0,0,215,0,0,0,0,0,0,215
SANTA FE,General López,Maggiolo,82042170,3,0,130,0,0,0,0,0,0,133
SANTA FE,General López,María Teresa,82042180,10,17,1028,13,1,0,0,0,0,1069
SANTA FE,General López,Melincué (Est. San Urbano),82042190,0,0,198,3,0,0,0,0,0,201
SANTA FE,General López,Miguel Torres,82042200,0,0,1,0,0,0,0,0,0,1
SANTA FE,General López,Murphy,82042210,0,0,704,12,0,1,0,0,0,717
SANTA FE,General López,Rufino,82042220,0,57,3823,2471,136,23,1,0,14,6525
SANTA FE,General López,San Eduardo,82042230,0,0,231,31,27,0,0,0,0,289
SANTA FE,General López,San Francisco de Santa Fe,82042240,1,0,45,0,0,0,0,0,0,46
SANTA FE,General López,San Gregorio,82042250,177,71,80,816,0,30,0,0,0,1174
SANTA FE,General López,Sancti Spiritu,82042260,1,0,828,199,0,0,0,0,0,1028
SANTA FE,General López,Santa Isabel,82042270,1,3,39,932,128,23,12,0,0,1138
SANTA FE,General López,Teodelina,82042280,0,164,935,0,0,1,0,0,0,1100
SANTA FE,General López,Venado Tuerto,82042290,381,186,974,5046,2865,4657,6066,0,6259,26434
SANTA FE,General López,Villa Cañás,82042300,0,1209,596,571,98,0,0,0,0,2474
SANTA FE,General López,Wheelwright,82042310,1,15,0,1099,92,186,0,0,0,1393
SANTA FE,General Obligado,Arroyo Ceibal,82049010,0,15,92,0,0,0,0,0,0,107
SANTA FE,General Obligado,Avellaneda (Est. Ewald),82049020,750,161,904,46,34,990,791,952,778,5406
SANTA FE,General Obligado,Berna,82049030,10,0,0,48,0,0,0,0,0,58
SANTA FE,General Obligado,El Araza,82049040,0,0,0,126,0,0,0,0,0,126
SANTA FE,General Obligado,El Rabón,82049050,1,0,144,1,0,0,0,0,0,146
SANTA FE,General Obligado,Florencia,82049060,1,2,163,390,37,0,0,0,0,593
SANTA FE,General Obligado,Guadalupe Norte,82049070,0,3,9,61,14,0,0,0,0,87
SANTA FE,General Obligado,Ingeniero Chanourdie,82049080,1,0,0,85,0,0,0,0,0,86
SANTA FE,General Obligado,La Isleta,82049090,1,0,0,0,0,0,0,0,0,1
SANTA FE,General Obligado,La Sarita,82049100,0,0,0,85,0,0,0,0,0,85
SANTA FE,General Obligado,Lanteri,82049110,0,77,192,31,0,0,0,0,0,300
SANTA FE,General Obligado,Las Garzas,82049120,0,2,12,63,15,0,0,0,0,92
SANTA FE,General Obligado,Las Toscas,82049130,1,0,2023,167,5,0,0,0,0,2196
SANTA FE,General Obligado,Los Laureles,82049140,20,0,0,0,0,0,0,0,0,20
SANTA FE,General Obligado,Malabrigo,82049150,160,113,310,254,129,183,193,0,0,1342
SANTA FE,General Obligado,Paraje San Manuel,82049160,1,0,0,0,0,0,0,0,0,1
SANTA FE,General Obligado,Reconquista,82049180,801,398,2899,785,4717,9324,3799,653,3400,26776
SANTA FE,General Obligado,San Antonio de Obligado,82049190,6,0,257,3,2,0,0,0,0,268
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),82049200,0,0,218,3,0,0,0,0,0,221
SANTA FE,General Obligado,Villa Ana,82049210,1,0,0,0,0,0,0,0,0,1
SANTA FE,General Obligado,Villa Guillermina,82049220,1,0,407,1,0,0,0,0,0,409
SANTA FE,General Obligado,Villa Ocampo,82049230,1,0,1397,2255,15,0,0,0,0,3668
SANTA FE,Iriondo,Barrio Cicarelli,82056010,0,0,0,9,0,0,0,0,0,9
SANTA FE,Iriondo,Bustinza,82056020,0,0,0,287,90,6,0,0,0,383
SANTA FE,Iriondo,Cañada de Gómez,82056030,3,43,639,1217,86,205,5330,0,1590,9113
SANTA FE,Iriondo,Carrizales (Est. Clarke),82056040,2,1,393,61,17,0,0,0,0,474
SANTA FE,Iriondo,Classon,82056050,0,0,0,108,10,33,0,0,0,151
SANTA FE,Iriondo,Colonia Médici,82056060,0,0,0,12,0,0,0,0,0,12
SANTA FE,Iriondo,Correa,82056070,0,5,17,1478,248,0,24,0,0,1772
SANTA FE,Iriondo,Larguía,82056080,0,0,0,7,0,0,0,0,0,7
SANTA FE,Iriondo,Lucio V. López,82056090,0,0,0,31,0,5,0,0,0,36
SANTA FE,Iriondo,Oliveros,82056100,1250,0,0,0,2110,0,0,0,0,3360
SANTA FE,Iriondo,Pueblo Andino,82056110,0,0,0,15,399,648,0,0,0,1062
SANTA FE,Iriondo,Salto Grande,82056120,0,42,269,242,23,6,0,0,0,582
SANTA FE,Iriondo,Serodino,82056130,0,2,50,279,23,0,0,0,0,354
SANTA FE,Iriondo,Totoras,82056140,0,15,74,406,689,247,158,0,0,1589
SANTA FE,Iriondo,Villa Eloísa,82056150,37,19,557,245,0,107,0,0,0,965
SANTA FE,Iriondo,Villa La Rivera (Oliveros),82056160,0,0,3,0,34,0,0,0,0,37
SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),82056170,1,0,0,0,26,0,0,0,0,27
SANTA FE,La Capital,Angel Gallardo,82063010,0,0,0,27,0,0,0,0,0,27
SANTA FE,La Capital,Arroyo Aguiar,82063020,1,1,13,110,16,0,0,0,0,141
SANTA FE,La Capital,Arroyo Leyes,82063030,0,564,542,203,0,0,0,0,0,1309
SANTA FE,La Capital,Cabal,82063040,0,0,0,13,0,0,0,0,0,13
SANTA FE,La Capital,Candioti,82063060,0,0,0,206,41,4,1,0,0,252
SANTA FE,La Capital,Emilia,82063070,0,3,12,223,20,0,0,0,0,258
SANTA FE,La Capital,Laguna Paiva,82063080,0,4,363,1384,224,1,0,0,0,1976
SANTA FE,La Capital,Llambi Campbell,82063090,73,1,38,315,34,0,0,0,0,461
SANTA FE,La Capital,Monte Vera,82063100,3,4,84,162,31,0,0,0,0,284
SANTA FE,La Capital,Nelson,82063110,3,2,52,365,64,0,0,0,0,486
SANTA FE,La Capital,Recreo,82063140,0,14,429,873,88,1,8,0,23,1436
SANTA FE,La Capital,San José del Rincón,82063160,2,776,1721,1642,352,71,53,0,24,4641
SANTA FE,La Capital,Santa Fe,82063170,30,1606,8381,9808,4994,17592,47289,0,32152,121852
SANTA FE,La Capital,Santo Tomé,82063180,246,13,265,4,3,17,110,0,195,853
SANTA FE,La Capital,Sauce Viejo,82063190,70,30,407,505,183,1,1,0,0,1197
SANTA FE,Las Colonias,Cavour,82070010,0,0,3,0,0,0,0,0,0,3
SANTA FE,Las Colonias,Cululú,82070020,0,0,24,0,0,0,0,0,0,24
SANTA FE,Las Colonias,Elisa,82070030,0,0,0,165,62,6,2,0,0,235
SANTA FE,Las Colonias,Empalme San Carlos,82070040,0,0,13,0,0,0,0,0,0,13
SANTA FE,Las Colonias,Esperanza,82070050,4,119,1246,699,371,137,5121,0,2703,10400
SANTA FE,Las Colonias,Felicia,82070060,0,0,404,39,0,0,0,0,0,443
SANTA FE,Las Colonias,Franck,82070070,1,2,126,129,19,0,0,0,161,438
SANTA FE,Las Colonias,Grutly,82070080,0,0,21,0,93,0,0,0,0,114
SANTA FE,Las Colonias,Hipatia,82070090,0,0,53,0,0,0,0,0,0,53
SANTA FE,Las Colonias,Humboldt,82070100,0,6,219,220,71,1,2,0,1,520
SANTA FE,Las Colonias,La Pelada,82070120,1,0,95,66,14,0,0,0,0,176
SANTA FE,Las Colonias,Las Tunas,82070130,1,1,0,4,2,89,15,0,0,112
SANTA FE,Las Colonias,María Luisa,82070140,0,0,113,47,0,0,0,0,0,160
SANTA FE,Las Colonias,Matilde,82070150,0,15,63,56,24,0,0,0,0,158
SANTA FE,Las Colonias,Nuevo Torino,82070160,72,0,5,0,78,0,0,0,0,155
SANTA FE,Las Colonias,Otros,Sin Datos,0,0,16,0,0,0,0,0,0,16
SANTA FE,Las Colonias,Pilar,82070170,0,0,2,0,112,0,0,0,10,124
SANTA FE,Las Colonias,Progreso,82070190,0,0,582,39,0,0,0,0,0,621
SANTA FE,Las Colonias,Providencia,82070200,0,0,104,31,0,0,0,0,0,135
SANTA FE,Las Colonias,Sa Pereyra,82070210,0,0,3,0,54,0,0,0,0,57
